25769803783,30064771090,CFG
25769803784,30064771094,CFG
30064771072,128849018880,CFG
30064771073,30064771072,CFG
30064771074,128849018881,CFG
30064771075,30064771074,CFG
30064771076,30064771075,CFG
30064771077,68719476743,CFG
30064771078,30064771077,CFG
30064771079,68719476744,CFG
30064771080,68719476745,CFG
30064771081,68719476746,CFG
30064771082,128849018882,CFG
30064771083,30064771082,CFG
30064771084,128849018883,CFG
30064771085,90194313219,CFG
30064771086,128849018884,CFG
30064771087,68719476750,CFG
30064771088,68719476753,CFG
30064771089,30064771088,CFG
30064771090,68719476758,CFG
30064771091,68719476756,CFG
30064771092,30064771091,CFG
30064771093,68719476757,CFG
30064771094,68719476762,CFG
30064771095,68719476760,CFG
30064771096,30064771095,CFG
30064771097,68719476761,CFG
30064771098,68719476763,CFG
30064771099,68719476764,CFG
30064771100,128849018886,CFG
30064771101,30064771100,CFG
30064771102,90194313224,CFG
30064771103,30064771102,CFG
30064771104,90194313226,CFG
30064771105,68719476769,CFG
30064771106,30064771105,CFG
30064771107,68719476770,CFG
30064771108,30064771107,CFG
30064771109,128849018887,CFG
30064771110,30064771109,CFG
30064771111,68719476771,CFG
30064771112,68719476772,CFG
30064771113,30064771112,CFG
30064771114,68719476773,CFG
30064771115,30064771114,CFG
30064771116,68719476775,CFG
30064771117,30064771116,CFG
30064771118,128849018888,CFG
30064771119,68719476777,CFG
30064771120,68719476779,CFG
30064771121,30064771120,CFG
30064771122,68719476780,CFG
30064771123,30064771122,CFG
30064771124,128849018889,CFG
30064771125,30064771124,CFG
30064771126,68719476782,CFG
30064771127,68719476784,CFG
30064771128,30064771127,CFG
30064771129,128849018890,CFG
30064771130,30064771129,CFG
30064771131,68719476788,CFG
30064771132,68719476791,CFG
30064771133,30064771132,CFG
30064771134,30064771133,CFG
30064771135,128849018891,CFG
30064771136,30064771135,CFG
30064771137,68719476796,CFG
30064771138,30064771137,CFG
30064771139,68719476798,CFG
30064771140,30064771139,CFG
30064771141,68719476801,CFG
30064771142,30064771141,CFG
30064771143,90194313239,CFG
30064771144,68719476803,CFG
30064771145,30064771144,CFG
30064771146,128849018896,CFG
30064771147,30064771146,CFG
30064771148,68719476810,CFG
30064771149,30064771148,CFG
30064771150,68719476809,CFG
30064771151,90194313245,CFG
30064771152,68719476808,CFG
30064771153,90194313244,CFG
30064771154,146028888068,CFG
30064771155,68719476813,CFG
30064771156,30064771155,CFG
30064771157,30064771156,CFG
30064771158,68719476815,CFG
30064771159,30064771158,CFG
30064771160,68719476817,CFG
30064771161,30064771160,CFG
30064771162,68719476819,CFG
30064771163,30064771162,CFG
30064771164,68719476823,CFG
30064771165,30064771164,CFG
30064771166,128849018898,CFG
30064771167,90194313250,CFG
30064771168,30064771167,CFG
30064771169,128849018899,CFG
30064771170,30064771169,CFG
30064771171,30064771170,CFG
30064771172,90194313252,CFG
30064771173,30064771172,CFG
30064771174,128849018900,CFG
30064771175,30064771174,CFG
30064771176,90194313254,CFG
30064771176,68719476831,CFG
30064771177,146028888070,CFG
30064771178,30064771177,CFG
30064771179,30064771178,CFG
30064771180,68719476835,CFG
30064771181,30064771180,CFG
30064771182,68719476836,CFG
30064771183,128849018903,CFG
55834574848,30064771085,CFG
55834574849,30064771087,CFG
55834574850,30064771108,CFG
55834574851,30064771110,CFG
68719476736,68719476737,CFG
68719476737,30064771073,CFG
68719476738,68719476739,CFG
68719476739,68719476740,CFG
68719476740,90194313216,CFG
68719476741,68719476742,CFG
68719476742,90194313217,CFG
68719476743,90194313218,CFG
68719476744,30064771080,CFG
68719476745,30064771081,CFG
68719476746,68719476747,CFG
68719476747,30064771083,CFG
68719476748,55834574848,CFG
68719476749,55834574849,CFG
68719476750,30064771086,CFG
68719476751,68719476752,CFG
68719476752,90194313220,CFG
68719476753,146028888064,CFG
68719476754,68719476755,CFG
68719476755,30064771092,CFG
68719476756,30064771093,CFG
68719476757,25769803783,CFG
68719476758,68719476759,CFG
68719476759,30064771096,CFG
68719476760,30064771097,CFG
68719476761,25769803784,CFG
68719476762,90194313221,CFG
68719476763,90194313222,CFG
68719476764,68719476765,CFG
68719476765,30064771101,CFG
68719476766,68719476767,CFG
68719476767,90194313223,CFG
68719476768,30064771106,CFG
68719476769,55834574850,CFG
68719476770,55834574851,CFG
68719476771,30064771113,CFG
68719476772,30064771115,CFG
68719476773,68719476774,CFG
68719476774,30064771117,CFG
68719476775,30064771118,CFG
68719476776,90194313229,CFG
68719476777,68719476778,CFG
68719476778,90194313230,CFG
68719476779,90194313231,CFG
68719476780,90194313232,CFG
68719476781,90194313233,CFG
68719476782,68719476783,CFG
68719476783,90194313234,CFG
68719476784,68719476785,CFG
68719476785,68719476786,CFG
68719476786,30064771130,CFG
68719476787,90194313235,CFG
68719476788,68719476789,CFG
68719476789,68719476790,CFG
68719476790,90194313236,CFG
68719476791,68719476792,CFG
68719476792,68719476793,CFG
68719476793,30064771136,CFG
68719476794,90194313237,CFG
68719476795,30064771138,CFG
68719476796,68719476797,CFG
68719476797,30064771140,CFG
68719476798,146028888065,CFG
68719476799,68719476800,CFG
68719476800,90194313238,CFG
68719476801,146028888066,CFG
68719476802,90194313240,CFG
68719476803,146028888067,CFG
68719476804,68719476805,CFG
68719476805,90194313242,CFG
68719476806,90194313243,CFG
68719476807,30064771153,CFG
68719476808,30064771151,CFG
68719476809,30064771149,CFG
68719476810,30064771154,CFG
68719476811,180388626432,CFG
68719476812,90194313246,CFG
68719476813,68719476814,CFG
68719476814,90194313247,CFG
68719476815,68719476816,CFG
68719476816,30064771161,CFG
68719476817,68719476818,CFG
68719476818,90194313248,CFG
68719476819,68719476820,CFG
68719476820,68719476821,CFG
68719476821,68719476822,CFG
68719476822,30064771165,CFG
68719476823,30064771166,CFG
68719476824,68719476825,CFG
68719476825,90194313249,CFG
68719476826,30064771171,CFG
68719476827,68719476828,CFG
68719476828,90194313251,CFG
68719476829,30064771175,CFG
68719476830,90194313253,CFG
68719476831,68719476832,CFG
68719476832,90194313255,CFG
68719476833,68719476834,CFG
68719476834,90194313256,CFG
68719476835,90194313257,CFG
68719476836,30064771183,CFG
90194313216,30064771076,CFG
90194313217,30064771078,CFG
90194313218,30064771079,CFG
90194313219,30064771084,CFG
90194313220,30064771089,CFG
90194313221,30064771098,CFG
90194313222,30064771099,CFG
90194313223,30064771103,CFG
90194313224,90194313225,CFG
90194313225,30064771104,CFG
90194313226,90194313227,CFG
90194313227,68719476768,CFG
90194313228,30064771111,CFG
90194313229,30064771119,CFG
90194313230,30064771121,CFG
90194313231,30064771123,CFG
90194313232,30064771125,CFG
90194313233,30064771126,CFG
90194313234,30064771128,CFG
90194313235,30064771131,CFG
90194313236,30064771134,CFG
90194313237,68719476795,CFG
90194313238,30064771143,CFG
90194313239,30064771142,CFG
90194313240,90194313241,CFG
90194313241,30064771145,CFG
90194313242,30064771147,CFG
90194313243,68719476807,CFG
90194313244,30064771152,CFG
90194313245,30064771150,CFG
90194313246,30064771157,CFG
90194313247,30064771159,CFG
90194313248,30064771163,CFG
90194313249,30064771168,CFG
90194313250,68719476826,CFG
90194313251,30064771173,CFG
90194313252,68719476829,CFG
90194313253,30064771176,CFG
90194313254,146028888069,CFG
90194313255,30064771179,CFG
90194313256,30064771181,CFG
90194313257,30064771182,CFG
111669149696,68719476741,CFG
111669149697,68719476736,CFG
111669149698,68719476738,CFG
111669149699,68719476754,CFG
111669149700,68719476748,CFG
111669149701,68719476749,CFG
111669149702,68719476751,CFG
111669149703,68719476766,CFG
111669149704,90194313228,CFG
111669149705,68719476776,CFG
111669149706,68719476781,CFG
111669149707,68719476787,CFG
111669149708,128849018893,CFG
111669149709,68719476794,CFG
111669149710,68719476804,CFG
111669149711,68719476799,CFG
111669149712,68719476802,CFG
111669149713,68719476811,CFG
111669149714,68719476806,CFG
111669149715,68719476824,CFG
111669149716,68719476827,CFG
111669149717,128849018902,CFG
111669149718,68719476830,CFG
111669149719,68719476833,CFG
111669149720,128849018904,CFG
111669149721,128849018905,CFG
111669149722,128849018906,CFG
111669149723,128849018907,CFG
111669149724,128849018908,CFG
111669149725,128849018909,CFG
111669149726,128849018910,CFG
111669149727,128849018911,CFG
111669149728,128849018912,CFG
111669149729,128849018913,CFG
111669149730,128849018914,CFG
111669149731,128849018915,CFG
111669149732,128849018916,CFG
111669149733,128849018917,CFG
111669149734,128849018918,CFG
111669149735,128849018919,CFG
111669149736,128849018920,CFG
111669149737,128849018921,CFG
111669149738,128849018922,CFG
111669149739,128849018923,CFG
111669149740,128849018924,CFG
111669149741,128849018925,CFG
111669149742,128849018926,CFG
111669149743,128849018927,CFG
146028888064,128849018885,CFG
146028888065,128849018892,CFG
146028888066,128849018894,CFG
146028888067,128849018895,CFG
146028888068,128849018897,CFG
146028888069,128849018901,CFG
146028888070,128849018901,CFG
180388626432,68719476812,CFG
