,pathid,vulnerability,nodeid,filename,linenumber,code
34,1,XSS,21404,admin/configuration.php,84,"""                  <tr id=\""defaultSelected\"" class=\""dataTableRowSelected\"" onmouseover=\""rowOverEffect(this)\"" onmouseout=\""rowOutEffect(this)\"" onclick=\""document.location.href=\'"" . tep_href_link(FILENAME_CONFIGURATION,""gID="" . $HTTP_GET_VARS[""gID""] . ""&cID="" . $cInfo->configuration_id . ""&action=edit"")"
35,1,XSS,21403,admin/configuration.php,84,"""                  <tr id=\""defaultSelected\"" class=\""dataTableRowSelected\"" onmouseover=\""rowOverEffect(this)\"" onmouseout=\""rowOutEffect(this)\"" onclick=\""document.location.href=\'"" . tep_href_link(FILENAME_CONFIGURATION,""gID="" . $HTTP_GET_VARS[""gID""] . ""&cID="" . $cInfo->configuration_id . ""&action=edit"") . ""\'\"">"""
36,1,XSS,21402,admin/configuration.php,84,"""                  <tr id=\""defaultSelected\"" class=\""dataTableRowSelected\"" onmouseover=\""rowOverEffect(this)\"" onmouseout=\""rowOutEffect(this)\"" onclick=\""document.location.href=\'"" . tep_href_link(FILENAME_CONFIGURATION,""gID="" . $HTTP_GET_VARS[""gID""] . ""&cID="" . $cInfo->configuration_id . ""&action=edit"") . ""\'\"">"" . ""\n"""
37,2,XSS,333033,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"""
38,2,XSS,333032,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"""
39,2,XSS,333031,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog"
40,2,XSS,333030,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder"
41,2,XSS,333029,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"""
42,2,XSS,333028,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"""
43,2,XSS,333027,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"""
44,2,XSS,332394,install/templates/pages/install_4.php,168,$dir_fs_document_root
45,2,XSS,333026,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root"
46,2,XSS,333025,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder"
47,2,XSS,333024,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"""
48,2,XSS,333023,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"" . ""\n"""
49,2,XSS,333022,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_CATALOG\', \'"""
50,2,XSS,333021,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_CATALOG\', \'"" . $http_catalog"
51,2,XSS,333020,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_CATALOG\', \'"" . $http_catalog . ""\');"""
52,2,XSS,333019,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_CATALOG\', \'"" . $http_catalog . ""\');"" . ""\n"""
53,2,XSS,333018,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_CATALOG\', \'"" . $http_catalog . ""\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_CATALOG\', \'"""
54,2,XSS,333017,install/templates/pages/install_4.php,154,"""<?php"" . ""\n"" . ""  define(\'HTTP_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL\', false);"" . ""\n"" . ""  define(\'HTTP_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_DOMAIN\', \'\');"" . ""\n"" . ""  define(\'HTTP_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTPS_COOKIE_PATH\', \'"" . $http_catalog . $admin_folder . ""\');"" . ""\n"" . ""  define(\'HTTP_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'HTTPS_CATALOG_SERVER\', \'"" . $http_server . ""\');"" . ""\n"" . ""  define(\'ENABLE_SSL_CATALOG\', \'false\');"" . ""\n"" . ""  define(\'DIR_FS_DOCUMENT_ROOT\', \'"" . $dir_fs_document_root . ""\');"" . ""\n"" . ""  define(\'DIR_WS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_ADMIN\', \'"" . $http_catalog . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_FS_ADMIN\', \'"" . $dir_fs_document_root . $admin_folder . ""/\');"" . ""\n"" . ""  define(\'DIR_WS_CATALOG\', \'"" . $http_catalog . ""\');"" . ""\n"" . ""  define(\'DIR_WS_HTTPS_CATALOG\', \'"" . $http_catalog"
